"entry" "Z" "f.up" "cens" "RD.obs" "Dobs" "RY" "Y" "ID.obs" "x1" "x1st" "x2" "x3"
"1" 16 1 17 33 0 17 1 6.56275835962033 1 0.286186894699944 0.26858707520944 0 1
"2" 21 1 12 33 0 12 1 2.14040364396878 1 0.973870834991791 0.987654943577827 1 0
"3" 18 1 15 33 0 15 1 12.3709248050487 1 1.61694273303915 1.66007480369595 0 1
"4" 22 1 11 33 0 11 0 11 0 -0.0910119242359139 -0.125826018934029 0 0
"5" 1 1 32 33 0 32 1 11.1580090244477 1 0.465571719413086 0.456158510234335 1 0
"6" 19 1 14 33 0 14 1 1.41604965201758 1 0.0740893594848695 0.0468100151423295 1 1
"7" 3 1 30 33 0 30 1 8.73545385185679 1 -0.665238430390467 -0.726258580389436 1 0
"8" 18 1 15 33 0 15 1 8.35274510931739 1 0.612548254902675 0.609842634411813 1 0
"9" 23 1 10 33 0 10 0 10 0 -0.23729947747071 -0.278789717677278 1 0
"10" 16 1 17 33 0 17 0 17 0 -2.11833719751676 -2.24567261899967 1 0
"11" 9 1 24 33 0 24 1 2.43609462370773 1 0.19416072107271 0.172361090237113 1 0
"12" 20 1 13 33 0 13 1 2.34530097050102 1 1.27843019166795 1.30611351817218 1 0
"13" 10 1 23 33 0 23 1 2.90322075098536 1 1.70415953478516 1.75127193081047 1 1
"14" 0 1 33 33 0 33 1 0.80927543254701 1 0.56610263136378 0.561277365461399 0 1
"15" 19 1 14 33 1 3.80216715157339 1 5.89131148287092 0 -0.15536604083328 -0.193117073343064 0 1
"16" 22 1 11 33 0 11 1 5.83010684982575 1 1.72627819470105 1.7744000230997 0 0
"17" 20 1 13 33 0 13 1 4.555828943124 1 -0.244468428503084 -0.286285839129668 0 1
"18" 21 1 12 33 0 12 1 1.98175040343257 1 0.906467394812003 0.917175403179941 0 0
"19" 20 1 13 33 0 13 1 7.26719233368163 1 -0.180590748508243 -0.219492964526962 0 0
"20" 12 1 21 33 0 21 1 13.3061928441315 1 -0.203569707298659 -0.243520617270658 0 0
"21" 19 1 14 33 1 1.99964602650382 1 7.4275184582599 0 0.677925500390019 0.678203510386944 0 0
"22" 20 1 13 33 0 13 1 1.01556975898861 1 0.92774520268585 0.93942426934498 1 0
"23" 9 1 24 33 0 24 1 7.5616522621187 1 1.01240647367514 1.02794923858855 1 0
"24" 21 1 12 33 0 12 1 7.54781953865278 1 -0.257714157819173 -0.300136065645446 1 0
"25" 3 1 30 33 0 30 1 0.26033246519455 1 1.11173508212176 1.13181092061851 1 0
"26" 2 1 31 33 1 1.49218923380757 1 23.365739913266 0 0.594872697559051 0.591360415187806 0 0
"27" 12 1 21 33 0 21 1 5.20721283042764 1 -2.01861626455438 -2.14140070788519 1 1
"28" 0 1 33 33 0 33 1 4.31972340050611 1 0.81731837174906 0.823957873694246 0 0
"29" 19 1 14 33 0 14 0 14 0 -1.07973326227851 -1.15966977083974 0 0
"30" 22 1 11 33 0 11 1 7.73337249348828 1 -0.706058166900434 -0.76894121291845 1 0
"31" 3 1 30 33 1 1.07776241606193 1 14.5641368738953 0 0.961851171857339 0.975086737397342 0 0
"32" 22 1 11 33 0 11 1 3.42904657779561 1 -0.487762672569763 -0.540683336609513 1 1
"33" 21 1 12 33 1 4.59754216558385 0 12 0 -0.987899584223888 -1.06364506638737 0 0
"34" 8 1 25 33 1 5.14516968942436 1 9.27487107144096 0 -0.136969939679607 -0.173881426750464 0 0
"35" 20 1 13 33 0 13 0 13 0 -0.281015735553981 -0.324501060739381 0 1
"36" 1 1 32 33 0 32 1 1.96801567060476 1 0.845678735660011 0.853612523495934 1 1
"37" 21 1 12 33 0 12 1 1.63567005012747 1 0.441167991706188 0.430641066196025 0 1
"38" 5 1 28 33 0 28 1 27.1591243666188 1 -0.216744664896566 -0.257296842249462 0 0
"39" 20 1 13 33 0 13 1 10.4060439414855 1 0.722150367725824 0.724446674173111 1 1
"40" 20 1 13 33 0 13 1 12.9119492616639 1 -1.05143943238897 -1.1300846914819 0 0
"41" 22 1 11 33 1 3.56868134281923 1 5.88083385817556 0 -0.340830059078149 -0.387045138904369 1 0
"42" 20 1 13 33 1 3.61627268009424 0 13 0 -1.0458386940015 -1.12422835141402 0 0
"43" 20 1 13 33 1 1.38189114597964 0 13 0 1.52109360740852 1.55985139812545 0 0
"44" 12 1 21 33 1 5.76840251199311 1 13.398197116457 0 -1.14585370565193 -1.22880776212673 1 0
"45" 8 1 25 33 0 25 1 10.4486336058524 1 -0.23961588826878 -0.281211842838622 1 0
"46" 15 1 18 33 1 3.98998197316918 1 10.5400079338693 0 -1.33933675275136 -1.43112082208296 0 0
"47" 22 1 11 33 1 0.33616066172538 0 11 0 0.286040151156725 0.268433634710635 0 0
"48" 22 1 11 33 0 11 0 11 0 -0.777006706924352 -0.843127641377426 0 0
"49" 18 1 15 33 0 15 1 14.7499345503415 1 0.830813095375833 0.838068457908857 1 0
